Date/Time,Mean Temp (C),Max Temp (C),Min Temp (C),Total Rain (mm),Total Snow (cm),Total Precip (mm),season
4/26/2016,4,6,2,12,0,12,Spring
4/27/2016,6,11,0,0,0,0,Spring
4/28/2016,5,9,0,0,0,0,Spring
4/29/2016,8,11,4,0,0,0,Spring
4/30/2016,8,15,2,0,0,0,Spring
5/1/2016,9,10,7,6,0,6,Spring
5/2/2016,10,13,6,1,0,1,Spring
5/3/2016,9,13,5,0,0,0,Spring
5/4/2016,11,16,6,0,0,0,Spring
5/5/2016,12,17,7,0,0,0,Spring
5/6/2016,15,21,8,0,0,0,Spring
5/7/2016,12,17,7,0,0,0,Spring
5/8/2016,10,15,4,2,0,2,Spring
5/9/2016,9,16,2,0,0,0,Spring
5/10/2016,10,17,3,0,0,0,Spring
5/11/2016,11,19,4,0,0,0,Spring
5/12/2016,14,21,6,7,0,7,Spring
5/13/2016,17,21,13,8,0,8,Spring
5/14/2016,8,14,2,5,0,5,Spring
5/15/2016,5,8,2,1,0,1,Spring
5/16/2016,9,19,0,2,0,2,Spring
5/17/2016,10,16,5,0,0,0,Spring
5/18/2016,10,16,4,0,0,0,Spring
5/19/2016,15,20,9,0,0,0,Spring
5/20/2016,15,22,8,0,0,0,Spring
5/21/2016,18,23,12,0,0,0,Spring
5/22/2016,18,23,13,0,0,0,Spring
5/23/2016,18,26,11,0,0,0,Spring
5/24/2016,21,30,12,0,0,0,Spring
5/25/2016,23,30,16,0,0,0,Spring
5/26/2016,21,25,17,2,0,2,Spring
5/27/2016,23,30,16,0,0,0,Spring
5/28/2016,25,32,19,0,0,0,Spring
5/29/2016,26,31,20,0,0,0,Spring
5/30/2016,22,28,17,0,0,0,Spring
5/31/2016,20,27,13,0,0,0,Spring
6/1/2016,16,20,12,0,0,0,Summer
6/2/2016,23,30,16,0,0,0,Summer
6/3/2016,20,26,15,0,0,0,Summer
6/4/2016,20,26,14,5,0,5,Summer
6/5/2016,21,25,17,6,0,6,Summer
6/6/2016,20,26,15,1,0,1,Summer
6/7/2016,15,20,10,0,0,0,Summer
6/8/2016,11,14,7,0,0,0,Summer
6/9/2016,14,21,8,0,0,0,Summer
6/10/2016,16,23,8,0,0,0,Summer
6/11/2016,22,31,13,7,0,7,Summer
6/12/2016,17,21,13,0,0,0,Summer
6/13/2016,16,20,11,0,0,0,Summer
6/14/2016,15,21,9,0,0,0,Summer
6/15/2016,18,25,11,0,0,0,Summer
6/16/2016,22,27,16,0,0,0,Summer
6/17/2016,22,29,15,0,0,0,Summer
6/18/2016,24,32,17,0,0,0,Summer
6/19/2016,26,34,18,0,0,0,Summer
6/20/2016,27,35,18,0,0,0,Summer
6/21/2016,20,27,14,0,0,0,Summer
6/22/2016,21,26,15,0,0,0,Summer
6/23/2016,18,25,12,0,0,0,Summer
6/24/2016,21,27,14,0,0,0,Summer
6/25/2016,23,29,16,0,0,0,Summer
6/26/2016,26,34,18,6,0,6,Summer
6/27/2016,27,33,20,0,0,0,Summer
6/28/2016,19,23,15,0,0,0,Summer
6/29/2016,20,27,14,0,0,0,Summer
6/30/2016,20,27,13,0,0,0,Summer
7/1/2016,18,23,13,6,0,6,Summer
7/2/2016,19,26,12,0,0,0,Summer
7/3/2016,21,28,14,0,0,0,Summer
7/4/2016,22,29,15,0,0,0,Summer
7/5/2016,26,33,20,0,0,0,Summer
7/6/2016,26,32,19,0,0,0,Summer
7/7/2016,27,32,21,1,0,1,Summer
7/8/2016,25,29,20,1,0,1,Summer
7/9/2016,23,27,19,6,0,6,Summer
7/10/2016,23,29,17,0,0,0,Summer
7/11/2016,22,27,18,0,0,0,Summer
7/12/2016,26,31,20,0,0,0,Summer
7/13/2016,29,36,21,5,0,5,Summer
7/14/2016,26,31,20,7,0,7,Summer
7/15/2016,22,27,16,1,0,1,Summer
7/16/2016,19,23,15,0,0,0,Summer
7/17/2016,20,26,14,0,0,0,Summer
7/18/2016,24,30,17,0,0,0,Summer
7/19/2016,20,26,14,0,0,0,Summer
7/20/2016,21,28,15,0,0,0,Summer
7/21/2016,26,34,19,0,0,0,Summer
7/22/2016,29,35,23,0,0,0,Summer
7/23/2016,28,34,22,0,0,0,Summer
7/24/2016,24,27,20,0,0,0,Summer
7/25/2016,27,32,21,9,0,9,Summer
7/26/2016,24,31,17,0,0,0,Summer
7/27/2016,26,34,18,0,0,0,Summer
7/28/2016,25,30,21,1,0,1,Summer
7/29/2016,24,28,20,4,0,4,Summer
7/30/2016,23,27,19,0,0,0,Summer
7/31/2016,23,25,21,0,0,0,Summer
8/1/2016,24,28,19,7,0,7,Summer
8/2/2016,24,29,19,0,0,0,Summer
8/3/2016,24,29,19,0,0,0,Summer
8/4/2016,26,32,20,0,0,0,Summer
8/5/2016,28,34,22,0,0,0,Summer
8/6/2016,24,30,19,0,0,0,Summer
8/7/2016,23,29,18,0,0,0,Summer
8/8/2016,22,28,16,0,0,0,Summer
8/9/2016,25,32,17,0,0,0,Summer
8/10/2016,29,36,22,0,0,0,Summer
8/11/2016,28,34,22,0,0,0,Summer
8/12/2016,31,36,25,0,0,0,Summer
8/13/2016,26,30,22,28,0,28,Summer
8/14/2016,24,29,19,0,0,0,Summer
8/15/2016,22,27,18,0,0,0,Summer
8/16/2016,24,30,18,12,0,12,Summer
8/17/2016,22,28,16,0,0,0,Summer
8/18/2016,24,29,19,0,0,0,Summer
8/19/2016,24,30,19,0,0,0,Summer
8/20/2016,26,31,21,3,0,3,Summer
8/21/2016,22,27,17,1,0,1,Summer
8/22/2016,19,25,13,0,0,0,Summer
8/23/2016,22,29,15,0,0,0,Summer
8/24/2016,24,31,17,1,0,1,Summer
8/25/2016,26,31,22,15,0,15,Summer
8/26/2016,24,30,19,0,0,0,Summer
8/27/2016,22,27,16,0,0,0,Summer
8/28/2016,25,31,20,0,0,0,Summer
8/29/2016,23,28,18,0,0,0,Summer
8/30/2016,24,30,17,0,0,0,Summer
8/31/2016,23,29,17,0,0,0,Summer
9/1/2016,19,23,16,0,0,0,Fall
9/2/2016,19,24,13,0,0,0,Fall
9/3/2016,18,24,13,0,0,0,Fall
9/4/2016,19,25,13,0,0,0,Fall
9/5/2016,22,29,14,0,0,0,Fall
9/6/2016,25,31,20,0,0,0,Fall
9/7/2016,29,35,22,33,0,33,Fall
9/8/2016,26,30,21,3,0,3,Fall
9/9/2016,24,29,20,0,0,0,Fall
9/10/2016,24,29,19,2,0,2,Fall
9/11/2016,19,23,14,0,0,0,Fall
9/12/2016,18,25,12,0,0,0,Fall
9/13/2016,21,28,15,0,0,0,Fall
9/14/2016,17,22,12,0,0,0,Fall
9/15/2016,15,20,11,0,0,0,Fall
9/16/2016,17,24,11,0,0,0,Fall
9/17/2016,21,23,19,7,0,7,Fall
9/18/2016,22,27,17,0,0,0,Fall
9/19/2016,21,27,16,0,0,0,Fall
9/20/2016,22,29,15,0,0,0,Fall
9/21/2016,21,28,14,0,0,0,Fall
9/22/2016,22,30,14,0,0,0,Fall
9/23/2016,16,22,11,1,0,1,Fall
9/24/2016,14,19,8,0,0,0,Fall
9/25/2016,13,18,8,0,0,0,Fall
9/26/2016,15,18,11,12,0,12,Fall
9/27/2016,16,22,9,0,0,0,Fall
9/28/2016,17,22,13,0,0,0,Fall
9/29/2016,15,17,13,8,0,8,Fall
9/30/2016,16,19,13,0,0,0,Fall
10/1/2016,14,16,13,1,0,1,Fall
10/2/2016,16,19,14,7,0,7,Fall
10/3/2016,16,19,13,0,0,0,Fall
10/4/2016,17,20,15,0,0,0,Fall
10/5/2016,17,20,14,0,0,0,Fall
10/6/2016,19,23,16,0,0,0,Fall
10/7/2016,18,22,13,0,0,0,Fall
10/8/2016,13,18,8,5,0,5,Fall
10/9/2016,9,13,4,0,0,0,Fall
10/10/2016,8,14,2,0,0,0,Fall
10/11/2016,10,17,3,0,0,0,Fall
10/12/2016,16,22,10,0,0,0,Fall
10/13/2016,12,20,4,0,0,0,Fall
10/14/2016,10,15,4,0,0,0,Fall
10/15/2016,13,19,7,0,0,0,Fall
10/16/2016,19,21,17,2,0,2,Fall
10/17/2016,19,22,16,0,0,0,Fall
10/18/2016,19,26,12,0,0,0,Fall
10/19/2016,16,21,10,0,0,0,Fall
10/20/2016,13,15,11,9,0,9,Fall
10/21/2016,8,11,5,6,0,6,Fall
10/22/2016,6,9,3,0,0,0,Fall
10/23/2016,9,15,3,0,0,0,Fall
10/24/2016,8,10,5,0,0,0,Fall
10/25/2016,6,8,4,0,0,0,Fall
10/26/2016,3,5,0,1,0,1,Fall
10/27/2016,3,5,1,8,0,8,Fall
10/28/2016,5,11,0,0,0,0,Fall
10/29/2016,15,20,11,0,0,0,Fall
10/30/2016,6,11,1,1,0,1,Fall
10/31/2016,5,9,0,0,0,0,Fall
11/1/2016,12,18,6,0,0,0,Fall
11/2/2016,15,18,12,5,0,5,Fall
11/3/2016,10,14,6,22,0,22,Fall
11/4/2016,8,12,4,0,0,0,Fall
11/5/2016,12,16,7,0,0,0,Fall
11/6/2016,9,13,5,0,0,0,Fall
11/7/2016,8,15,1,0,0,0,Fall
11/8/2016,11,17,5,2,0,2,Fall
11/9/2016,6,11,1,0,0,0,Fall
11/10/2016,9,17,1,0,0,0,Fall
11/11/2016,6,12,0,0,0,0,Fall
11/12/2016,4,10,-3,0,0,0,Fall
11/13/2016,7,13,1,0,0,0,Fall
11/14/2016,9,14,3,0,0,0,Fall
11/15/2016,7,13,1,0,0,0,Fall
11/16/2016,8,12,3,0,0,0,Fall
11/17/2016,7,12,2,0,0,0,Fall
11/18/2016,11,17,5,0,0,0,Fall
11/19/2016,7,15,0,5,0,5,Fall
11/20/2016,0,2,-3,0,1,1,Fall
11/21/2016,-1,2,-3,0,0,0,Fall
11/22/2016,-1,3,-5,0,0,0,Fall
11/23/2016,-1,1,-3,1,0,2,Fall
11/24/2016,3,4,1,4,0,4,Fall
11/25/2016,5,7,4,1,0,1,Fall
11/26/2016,4,6,2,2,0,2,Fall
11/27/2016,4,8,1,0,0,0,Fall
11/28/2016,5,8,3,2,0,2,Fall
11/29/2016,10,15,6,2,0,2,Fall
11/30/2016,9,12,6,7,0,7,Fall
12/1/2016,6,8,4,0,0,0,Winter
12/2/2016,4,6,2,0,0,0,Winter
12/3/2016,3,6,0,0,0,0,Winter
12/4/2016,2,3,0,,1,1,Winter
12/5/2016,3,6,0,0,3,3,Winter
12/6/2016,2,5,-1,5,0,5,Winter
12/7/2016,1,3,-1,0,0,0,Winter
12/8/2016,-2,0,-4,0,1,1,Winter
12/9/2016,-4,-1,-7,0,0,0,Winter
12/10/2016,-4,-1,-7,0,0,0,Winter
12/11/2016,-4,0,-7,0,14,15,Winter
12/12/2016,0,2,-3,0,3,3,Winter
12/13/2016,-4,-1,-7,0,0,0,Winter
12/14/2016,-8,-5,-11,0,0,0,Winter
12/15/2016,-10,-8,-13,0,4,4,Winter
12/16/2016,-9,-6,-11,0,3,3,Winter
12/17/2016,-3,0,-6,2,6,7,Winter
12/18/2016,-8,-1,-14,1,0,1,Winter
12/19/2016,-10,-8,-13,0,0,0,Winter
12/20/2016,-5,0,-10,0,0,0,Winter
12/21/2016,-4,-1,-8,0,1,1,Winter
12/22/2016,1,3,-1,0,0,0,Winter
12/23/2016,0,3,-3,0,0,0,Winter
12/24/2016,2,3,1,5,0,5,Winter
12/25/2016,0,3,-3,0,0,0,Winter
12/26/2016,3,10,-4,20,0,20,Winter
12/27/2016,2,7,-3,0,0,0,Winter
12/28/2016,-2,1,-4,0,0,0,Winter
12/29/2016,0,2,-2,0,6,6,Winter
12/30/2016,-2,0,-4,0,0,0,Winter
12/31/2016,0,4,-4,1,1,2,Winter
1/1/2017,0,2,-3,0,0,0,Winter
1/2/2017,0,5,-4,0,0,0,Winter
1/3/2017,3,4,2,16,0,16,Winter
1/4/2017,-3,4,-9,0,0,0,Winter
1/5/2017,-9,-7,-12,0,0,0,Winter
1/6/2017,-10,-7,-13,0,0,0,Winter
1/7/2017,-11,-8,-14,0,0,0,Winter
1/8/2017,-11,-9,-13,0,0,0,Winter
1/9/2017,-6,-3,-10,0,0,0,Winter
1/10/2017,2,8,-3,11,7,19,Winter
1/11/2017,4,7,1,6,0,6,Winter
1/12/2017,3,9,-2,10,0,10,Winter
1/13/2017,-5,-2,-9,0,0,0,Winter
1/14/2017,-6,-3,-9,0,0,0,Winter
1/15/2017,-4,0,-7,0,0,0,Winter
1/16/2017,-2,3,-6,0,0,0,Winter
1/17/2017,1,2,0,12,0,12,Winter
1/18/2017,2,3,1,0,0,0,Winter
1/19/2017,2,3,1,0,0,0,Winter
1/20/2017,2,4,1,0,0,0,Winter
1/21/2017,4,6,2,0,0,0,Winter
1/22/2017,4,5,2,0,0,0,Winter
1/23/2017,2,4,1,0,0,0,Winter
1/24/2017,0,1,-1,0,0,0,Winter
1/25/2017,2,5,-1,1,0,1,Winter
1/26/2017,2,4,0,2,0,2,Winter
1/27/2017,0,2,-2,0,0,0,Winter
1/28/2017,-2,-1,-3,0,1,0,Winter
1/29/2017,-5,-2,-7,0,0,0,Winter
1/30/2017,-8,-5,-11,0,0,0,Winter
1/31/2017,-4,-2,-6,0,2,2,Winter
2/1/2017,-1,2,-5,0,0,0,Winter
2/2/2017,-5,-3,-7,0,0,0,Winter
2/3/2017,-7,-5,-9,0,0,0,Winter
2/4/2017,-6,-2,-9,0,0,0,Winter
2/5/2017,-2,0,-3,0,1,1,Winter
2/6/2017,-2,2,-6,0,0,0,Winter
2/7/2017,1,4,-2,15,0,15,Winter
2/8/2017,-2,4,-8,0,0,0,Winter
2/9/2017,-8,-4,-12,0,0,0,Winter
2/10/2017,-5,-2,-8,0,4,4,Winter
2/11/2017,0,4,-4,0,0,0,Winter
2/12/2017,-2,2,-5,0,16,14,Winter
2/13/2017,-4,-1,-6,0,0,0,Winter
2/14/2017,-2,4,-7,0,0,0,Winter
2/15/2017,-2,2,-6,0,0,0,Winter
2/16/2017,-7,-3,-10,0,0,0,Winter
2/17/2017,-3,0,-7,0,0,0,Winter
2/18/2017,4,12,-4,0,0,0,Winter
2/19/2017,7,12,2,0,0,0,Winter
2/20/2017,2,5,-1,0,0,0,Winter
2/21/2017,3,6,1,1,0,1,Winter
2/22/2017,6,8,3,0,0,0,Winter
2/23/2017,11,18,4,0,0,0,Winter
2/24/2017,4,5,3,7,0,7,Winter
2/25/2017,3,8,-3,12,0,12,Winter
2/26/2017,-1,3,-4,0,0,0,Winter
2/27/2017,5,9,1,0,0,0,Winter
2/28/2017,5,9,2,3,0,3,Winter
3/1/2017,5,14,-4,20,0,20,Spring
3/2/2017,-5,-2,-7,0,0,0,Spring
3/3/2017,-8,-5,-10,0,0,0,Spring
3/4/2017,-10,-7,-12,0,0,0,Spring
3/5/2017,-7,-2,-12,0,0,0,Spring
3/6/2017,2,6,-2,0,0,0,Spring
3/7/2017,9,13,5,,,,Spring
3/8/2017,5,10,1,0,0,0,Spring
3/9/2017,0,3,-2,0,0,0,Spring
3/10/2017,-6,-1,-10,0,0,0,Spring
3/11/2017,-10,-6,-13,0,0,0,Spring
3/12/2017,-9,-4,-13,0,0,0,Spring
3/13/2017,-9,-6,-11,0,2,2,Spring
3/14/2017,-10,-8,-12,0,1,1,Spring
3/15/2017,-6,-3,-10,0,1,1,Spring
3/16/2017,-3,2,-7,0,0,0,Spring
3/17/2017,-1,6,-7,0,0,0,Spring
3/18/2017,1,3,0,0,0,1,Spring
3/19/2017,3,7,-1,0,0,0,Spring
3/20/2017,3,7,-1,0,0,0,Spring
3/21/2017,4,12,-4,0,0,0,Spring
3/22/2017,-5,-2,-9,0,0,0,Spring
3/23/2017,-3,3,-9,0,0,0,Spring
3/24/2017,8,15,1,8,0,8,Spring
3/25/2017,3,4,1,8,0,8,Spring
3/26/2017,3,6,1,3,0,3,Spring
3/27/2017,11,16,6,2,0,2,Spring
3/28/2017,6,10,2,0,0,0,Spring
3/29/2017,6,11,0,0,0,0,Spring
3/30/2017,2,4,0,6,2,12,Spring
3/31/2017,3,4,1,10,0,10,Spring
4/1/2017,6,11,1,0,0,0,Spring
4/2/2017,9,16,2,0,0,0,Spring
4/3/2017,9,12,6,6,0,6,Spring
4/4/2017,8,12,5,12,0,12,Spring
4/5/2017,7,10,5,0,0,0,Spring
4/6/2017,4,7,1,28,0,28,Spring
4/7/2017,2,5,-1,0,2,2,Spring
4/8/2017,7,13,0,0,0,0,Spring
4/9/2017,12,20,4,0,0,0,Spring
4/10/2017,17,23,10,4,0,4,Spring
4/11/2017,14,20,8,2,0,2,Spring
4/12/2017,5,8,1,0,0,0,Spring
4/13/2017,8,14,1,0,0,0,Spring
4/14/2017,9,15,3,0,0,0,Spring
4/15/2017,12,20,4,6,0,6,Spring
4/16/2017,16,22,10,3,0,3,Spring
4/17/2017,7,12,1,0,0,0,Spring
4/18/2017,5,10,0,0,0,0,Spring
4/19/2017,14,22,6,1,0,1,Spring
4/20/2017,7,8,5,25,0,25,Spring
4/21/2017,9,12,6,0,0,0,Spring
4/22/2017,9,13,4,0,0,0,Spring
4/23/2017,11,20,2,0,0,0,Spring
4/24/2017,9,13,6,0,0,0,Spring
4/25/2017,8,11,6,4,0,4,Spring
4/26/2017,12,17,8,0,0,0,Spring
4/27/2017,17,26,9,5,0,5,Spring
4/28/2017,14,19,8,0,0,0,Spring
4/29/2017,10,15,6,0,0,0,Spring
4/30/2017,6,8,4,14,0,14,Spring
5/1/2017,10,15,5,19,0,19,Spring
5/2/2017,9,11,6,1,0,1,Spring
5/3/2017,10,15,4,0,0,0,Spring
5/4/2017,8,11,5,20,0,20,Spring
5/5/2017,8,10,6,22,0,22,Spring
5/6/2017,6,7,5,1,0,1,Spring
5/7/2017,7,11,3,0,0,0,Spring
5/8/2017,7,12,2,0,0,0,Spring
5/9/2017,7,11,2,0,0,0,Spring
5/10/2017,8,11,4,0,0,0,Spring
5/11/2017,10,14,7,0,0,0,Spring
5/12/2017,10,15,6,0,0,0,Spring
5/13/2017,12,17,8,1,0,1,Spring
5/14/2017,12,18,6,1,0,1,Spring
5/15/2017,13,20,6,0,0,0,Spring
5/16/2017,12,16,8,1,0,1,Spring
5/17/2017,20,30,9,0,0,0,Spring
5/18/2017,23,30,17,2,0,2,Spring
5/19/2017,13,17,9,0,0,0,Spring
5/20/2017,12,16,7,0,0,0,Spring
5/21/2017,12,13,10,12,0,12,Spring
5/22/2017,14,18,10,0,0,0,Spring
5/23/2017,16,23,9,0,0,0,Spring
5/24/2017,18,23,13,1,0,1,Spring
5/25/2017,13,16,11,45,0,45,Spring
5/26/2017,15,18,12,4,0,4,Spring
5/27/2017,16,19,12,0,0,0,Spring
5/28/2017,16,21,11,0,0,0,Spring
5/29/2017,20,26,14,1,0,1,Spring
5/30/2017,18,24,12,10,0,10,Spring
5/31/2017,17,23,11,0,0,0,Spring
6/1/2017,14,18,9,0,0,0,Summer
6/2/2017,15,21,9,0,0,0,Summer
6/3/2017,16,22,10,0,0,0,Summer
6/4/2017,16,21,12,6,0,6,Summer
6/5/2017,15,17,12,0,0,0,Summer
6/6/2017,14,17,11,3,0,3,Summer
6/7/2017,15,21,8,0,0,0,Summer
6/8/2017,17,24,11,0,0,0,Summer
6/9/2017,21,28,14,0,0,0,Summer
6/10/2017,23,30,15,0,0,0,Summer
6/11/2017,27,32,22,0,0,0,Summer
6/12/2017,27,33,20,0,0,0,Summer
6/13/2017,22,26,18,1,0,1,Summer
6/14/2017,20,24,15,0,0,0,Summer
6/15/2017,18,20,16,0,0,0,Summer
6/16/2017,24,31,16,8,0,8,Summer
6/17/2017,24,28,20,7,0,7,Summer
6/18/2017,24,30,19,2,0,2,Summer
6/19/2017,22,27,17,0,0,0,Summer
6/20/2017,19,24,13,4,0,4,Summer
6/21/2017,18,24,12,0,0,0,Summer
6/22/2017,19,25,13,4,0,4,Summer
6/23/2017,21,25,18,36,0,36,Summer
6/24/2017,20,24,15,0,0,0,Summer
6/25/2017,18,22,14,1,0,1,Summer
6/26/2017,17,22,12,2,0,2,Summer
6/27/2017,16,21,11,4,0,4,Summer
6/28/2017,18,25,12,1,0,1,Summer
6/29/2017,21,28,15,4,0,4,Summer
6/30/2017,24,28,20,13,0,13,Summer
7/1/2017,21,26,16,1,0,1,Summer
7/2/2017,21,27,14,1,0,1,Summer
7/3/2017,20,26,15,0,0,0,Summer
7/4/2017,20,26,15,0,0,0,Summer
7/5/2017,21,27,14,0,0,0,Summer
7/6/2017,23,30,17,0,0,0,Summer
7/7/2017,25,29,20,0,0,0,Summer
7/8/2017,20,25,15,0,0,0,Summer
7/9/2017,22,28,15,0,0,0,Summer
7/10/2017,22,26,18,0,0,0,Summer
7/11/2017,23,29,17,0,0,0,Summer
7/12/2017,23,27,19,1,0,1,Summer
7/13/2017,19,22,16,2,0,2,Summer
7/14/2017,23,28,17,1,0,1,Summer
7/15/2017,23,28,18,0,0,0,Summer
7/16/2017,22,28,17,0,0,0,Summer
7/17/2017,23,26,19,0,0,0,Summer
7/18/2017,23,28,17,0,0,0,Summer
7/19/2017,25,32,19,0,0,0,Summer
7/20/2017,20,25,16,19,0,19,Summer
7/21/2017,24,30,19,0,0,0,Summer
7/22/2017,22,24,20,2,0,2,Summer
7/23/2017,22,24,20,0,0,0,Summer
7/24/2017,19,22,16,0,0,0,Summer
7/25/2017,19,23,15,0,0,0,Summer
7/26/2017,18,22,15,3,0,3,Summer
7/27/2017,23,27,18,5,0,5,Summer
7/28/2017,19,23,16,0,0,0,Summer
7/29/2017,21,28,15,0,0,0,Summer
7/30/2017,24,30,18,0,0,0,Summer
7/31/2017,24,31,17,2,0,2,Summer
8/1/2017,23,29,18,13,0,13,Summer
8/2/2017,24,30,19,0,0,0,Summer
8/3/2017,23,27,18,0,0,0,Summer
8/4/2017,21,26,16,30,0,30,Summer
8/5/2017,17,22,13,0,0,0,Summer
8/6/2017,19,26,12,0,0,0,Summer
8/7/2017,18,22,14,0,0,0,Summer
8/8/2017,20,26,13,0,0,0,Summer
8/9/2017,23,29,16,0,0,0,Summer
8/10/2017,22,27,18,0,0,0,Summer
8/11/2017,21,25,17,2,0,2,Summer
8/12/2017,21,26,16,0,0,0,Summer
8/13/2017,20,27,13,0,0,0,Summer
8/14/2017,21,26,17,0,0,0,Summer
8/15/2017,22,28,16,1,0,1,Summer
8/16/2017,20,24,16,0,0,0,Summer
8/17/2017,20,24,17,15,0,15,Summer
8/18/2017,23,27,20,0,0,0,Summer
8/19/2017,21,25,16,0,0,0,Summer
8/20/2017,22,29,16,0,0,0,Summer
8/21/2017,24,30,19,0,0,0,Summer
8/22/2017,20,26,14,8,0,8,Summer
8/23/2017,18,23,12,0,0,0,Summer
8/24/2017,16,20,11,0,0,0,Summer
8/25/2017,16,22,11,0,0,0,Summer
8/26/2017,16,22,10,0,0,0,Summer
8/27/2017,17,23,11,0,0,0,Summer
8/28/2017,19,23,16,0,0,0,Summer
8/29/2017,19,23,15,0,0,0,Summer
8/30/2017,19,25,13,0,0,0,Summer
8/31/2017,15,19,10,4,0,4,Summer
9/1/2017,13,18,7,0,0,0,Fall
9/2/2017,14,20,7,0,0,0,Fall
9/3/2017,18,21,14,9,0,9,Fall
9/4/2017,20,27,14,9,0,9,Fall
9/5/2017,17,21,13,5,0,5,Fall
9/6/2017,16,21,11,0,0,0,Fall
9/7/2017,15,20,10,4,0,4,Fall
9/8/2017,14,19,10,0,0,0,Fall
9/9/2017,13,18,8,0,0,0,Fall
9/10/2017,14,19,8,0,0,0,Fall
9/11/2017,16,23,8,0,0,0,Fall
9/12/2017,17,24,10,0,0,0,Fall
9/13/2017,18,25,11,0,0,0,Fall
9/14/2017,22,28,15,0,0,0,Fall
9/15/2017,22,26,17,0,0,0,Fall
9/16/2017,21,27,15,0,0,0,Fall
9/17/2017,21,27,15,0,0,0,Fall
9/18/2017,22,28,16,0,0,0,Fall
9/19/2017,23,27,19,0,0,0,Fall
9/20/2017,22,26,18,0,0,0,Fall
9/21/2017,22,27,16,0,0,0,Fall
9/22/2017,22,27,17,0,0,0,Fall
9/23/2017,25,33,18,0,0,0,Fall
9/24/2017,27,34,19,0,0,0,Fall
9/25/2017,26,32,20,0,0,0,Fall
9/26/2017,26,31,20,0,0,0,Fall
9/27/2017,22,30,14,0,0,0,Fall
9/28/2017,14,19,8,0,0,0,Fall
9/29/2017,13,18,8,4,0,4,Fall
9/30/2017,11,15,6,0,0,0,Fall
10/1/2017,11,18,4,0,0,0,Fall
10/2/2017,14,20,7,0,0,0,Fall
10/3/2017,16,24,8,0,0,0,Fall
10/4/2017,19,27,11,4,0,4,Fall
10/5/2017,16,23,9,0,0,0,Fall
10/6/2017,17,21,14,1,0,1,Fall
10/7/2017,22,28,17,5,0,5,Fall
10/8/2017,21,25,17,1,0,1,Fall
10/9/2017,18,22,14,12,0,12,Fall
10/10/2017,17,23,11,0,0,0,Fall
10/11/2017,11,14,8,3,0,3,Fall
10/12/2017,12,15,8,0,0,0,Fall
10/13/2017,16,19,12,0,0,0,Fall
10/14/2017,16,19,12,9,0,9,Fall
10/15/2017,16,24,8,8,0,8,Fall
10/16/2017,7,10,3,0,0,0,Fall
10/17/2017,11,20,3,0,0,0,Fall
10/18/2017,16,22,10,0,0,0,Fall
10/19/2017,14,21,7,0,0,0,Fall
10/20/2017,15,22,7,0,0,0,Fall
10/21/2017,15,21,10,0,0,0,Fall
10/22/2017,16,23,9,,,0,Fall
10/23/2017,17,20,14,9,0,9,Fall
10/24/2017,13,17,9,1,0,1,Fall
10/25/2017,7,12,2,0,0,0,Fall
10/26/2017,7,12,2,0,0,0,Fall
10/27/2017,9,15,3,0,0,0,Fall
10/28/2017,7,12,3,5,0,5,Fall
10/29/2017,6,9,4,0,0,0,Fall
10/30/2017,7,9,5,0,0,0,Fall
10/31/2017,6,8,3,0,0,0,Fall
11/1/2017,6,7,4,2,0,2,Fall
11/2/2017,11,16,6,11,0,11,Fall
11/3/2017,7,12,2,2,0,2,Fall
11/4/2017,4,7,1,2,0,2,Fall
11/5/2017,11,16,6,15,0,15,Fall
11/6/2017,8,12,4,0,0,0,Fall
11/7/2017,4,7,0,0,0,0,Fall
11/8/2017,,,-1,0,0,0,Fall
11/9/2017,2,9,-5,1,0,1,Fall
11/10/2017,-7,-3,-10,0,0,0,Fall
11/11/2017,-4,1,-8,0,0,0,Fall
11/12/2017,3,5,1,1,0,1,Fall
11/13/2017,3,5,1,1,0,1,Fall
11/14/2017,5,7,2,0,0,0,Fall
11/15/2017,5,8,2,2,0,2,Fall
11/16/2017,4,8,0,1,0,1,Fall
11/17/2017,0,3,-2,0,0,0,Fall
11/18/2017,5,8,2,19,0,19,Fall
11/19/2017,1,5,-3,1,1,2,Fall
11/20/2017,3,7,-1,0,0,0,Fall
11/21/2017,7,12,3,0,0,0,Fall
11/22/2017,0,3,-3,0,0,0,Fall
11/23/2017,1,4,-1,0,0,0,Fall
11/24/2017,6,12,0,0,0,0,Fall
11/25/2017,6,10,1,1,0,1,Fall
11/26/2017,2,3,0,0,0,0,Fall
11/27/2017,2,4,-1,0,0,0,Fall
11/28/2017,9,17,1,0,0,0,Fall
11/29/2017,5,10,-1,0,0,0,Fall
11/30/2017,2,7,-4,2,0,2,Fall
12/1/2017,5,8,1,0,0,0,Winter
12/2/2017,3,7,-1,0,0,0,Winter
12/3/2017,3,8,-2,0,0,0,Winter
12/4/2017,3,9,-2,4,0,4,Winter
12/5/2017,5,12,-1,4,0,4,Winter
12/6/2017,1,3,-2,0,0,0,Winter
12/7/2017,-2,1,-4,0,0,0,Winter
12/8/2017,-1,1,-4,0,0,0,Winter
12/9/2017,-2,1,-4,0,0,0,Winter
12/10/2017,-3,-2,-4,0,0,0,Winter
12/11/2017,-5,-3,-7,0,6,3,Winter
12/12/2017,-7,-3,-12,0,6,4,Winter
